_t1,inventoryNo,regionId,illustrationFileName,name,ability,notes,type,subType,regionName,size,rank,discordChannelUrl
,KD28,K,DOKKEBI_277,딱끼오와 꼬이락,,"딱끼오’와 ‘꼬이락’은 딱 봐도 순수한 털복숭이 탈을 쓰고 악랄한 짓거리만 해댄다. 매시간 둘이 엉켜 툭툭 치고  서로 화냈다가 다시 낄낄거리는 이상한 듀오다. 그들을 눈엣 가시로 눈여겨 보던 이지역의 기율 담당 ‘암낫데어 숭이(KD8)’가 깨슈타인의 전언이라면서 항시 웃고 살라 전한다. 웃으라니 웃는데, 미소라는 개념을 모르는지 낄낄낄낄낄-낄낄낄 기분나쁜 조소만 실실 거릴뿐. 조소도 금지하자 ‘딱끼오’는 넘치는 장난끼를 주체하지 못해서 몸에서 마저 입이 열려버렸다.",도깨비,털복숭이 종족,미치,"중형, 중형",A,https://discord.com/channels/1283684660190249030/1284094553879740480
,KD29,K,DOKKEBI_278,도사 크쉬트와 티팟,,"‘크쉬트’와 ‘티팟’. 전형적인 ‘미치’ 마을의 우애좋은 도사들이다. ‘크쉬트’는 넉살좋게 ‘어서오세요. 반갑습니다’ 같은 인간어를 자연스럽게 구사하여 환대하는 방면에, ‘티팟’은 걸걸한 목소리로 그가 가진 최대한의 친절을 쥐어짜 눈을 부라리며 ‘세요-!, 습니다!’ 크쉬트의 뒷말만 따라한다. 방문자들은 역시나 그들의 친절에 감탄하기 보다 무언가 꺼림칙한 기류를 느끼곤 한다.",도깨비,털복숭이 종족,미치,"중형, 중형",A,https://discord.com/channels/1283684660190249030/1284094584200237106
,KD30,K,DOKKEBI_279,오잉구,,"오잉구는 그저 존재한다. 눈만 껌뻑일 뿐. 과거에 누군가의 ‘탈 것’ 이였다는 설이 있는데 글쎄, 도무지 어떻게 생겨먹은 엉덩이로 결합해야 하는지, 저 짧은 다리로 뛰어 봤자 얼마나 뛰었을지, 과거가 상상이 잘 안가는 형태의 도깨비다.",도깨비,털복숭이 종족,미치,중형,E,https://discord.com/channels/1283684660190249030/1284094627623862282
,KD31,K,DOKKEBI_280,털복정숭,예언 / -,"털복숭이와 같은 표면으로 이루어진 정승. 마치 ‘미치’를 지키는 것 처럼 한복판에 꽂꽂이 서있다. 상반기에 한번 하반기에 한번, 미치 마을의 주민들은 이 정승앞에 모여, 심판을 받는다. 노란 구슬을 만지면 미치가 자랑하는 인물들의 연간 업적을 읊고, 파란 구슬을 만지면 미치를 떠나야만 하는 인물들에 대한 작은 트집들을 나열 한다. 그앞에 모여, 티비보듯 다같이 오—- 오———-아——— 거리는 모습이 귀엽기만 한데, 이들에겐 생사가 달린 문제다.",도깨비,털복숭이 종족,미치,중형,D,https://discord.com/channels/1283684660190249030/1284094655130239016
,KD32,K,DOKKEBI_281,도드리,,"복숭이깨비(KD19)의 동생 도드리. 그는 형과 다르게 분명 털복숭이 혈통이다. 주민들이 그의 형을 두고, 사실은 버려진 숭이깨비를 괜히 줏어 왔다느니, 어울리지 말라느니, 속닥거리는 말들이 쌓여 마음속에 알 수 없는 증오감과 분노가 폭발한다. 털복숭이라 굳게 믿고 사는 형을 절대로 비난커나 의심치 않는다. 최근 털복정승(KD31)의 파란 구슬에 형의 트집이 잡히자, 마을사람들의 보이지 않는 비난은 더욱 거세 졌다. 순수한 털복숭이의 마음에 분노가 쌓이니 숭이깨비 혈통의 복숭이깨비(KD19)처럼 두 눈이 빨게지고, 행동이 거칠어진다. 이 역겨운 마을을 뒤집어 버리고 싶어진다. 어리다는것이 너무 억울하게만 느껴지는 밤이다.",도깨비,털복숭이 종족,미치,소형,E,https://discord.com/channels/1283684660190249030/1284094686520279041
,KD33,K,DOKKEBI_282,분홍가위깨비,차원의 문(호이스) / -,"가위 종족’으로, 다리를 교차하면 차원의 문이 생긴다. 이를 통하여 차원의 문을 넘어가면 ‘호이스’ 지역으로 갈 수 있다. 어째서인지 다리쪽을 봉합시킨 흔적이 있고, 활성화 되어있지 않은데, 봉합시킨 흔적을 보면 그리 꼼꼼하진 않다.",도깨비,가위 종족,미치,대형,A,https://discord.com/channels/1283684660190249030/1284094852040101929
,KD34,K,DOKKEBI_283,옥가위깨비,차원의 문(해인경) / -,"가위 종족’으로, 다리를 교차하면 차원의 문이 생긴다. 이를 통하여 차원의 문을 넘어가면 ‘해인경’ 지역으로 갈 수 있다.",도깨비,가위 종족,미치,대형,A,https://discord.com/channels/1283684660190249030/1284094884797481012
,KD35,K,DOKKEBI_284,파란가위깨비,차원의 문(몽당) / -,"가위 종족’으로, 다리를 교차하면 차원의 문이 생긴다. 이를 통하여 차원의 문을 넘어가면 ’몽당‘ 지역으로 갈 수 있다.",도깨비,가위 종족,미치,대형,A,https://discord.com/channels/1283684660190249030/1284094927072002110
,KD36,K,DOKKEBI_285,살가위깨비,차원의 문(퐁당) / -,"가위 종족’으로, 다리를 교차하면 차원의 문이 생긴다. 이를 통하여 차원의 문을 넘어가면 ’퐁당‘ 지역으로 갈 수 있다.",도깨비,가위 종족,미치,대형,A,https://discord.com/channels/1283684660190249030/1284094967366815797
,KD37,K,DOKKEBI_286,초록가위깨비,"차원의 문(제아쿨, 비활성) / -","가위 종족’으로, 다리를 교차하면 차원의 문이 생긴다. 이를 통하여 차원의 문을 넘어가면 ’왕도깨비의 연못‘앞으로 도착하는 포탈이였지만, 무슨이유인지 비활성화 되어있다. 눈의 불빛이 나오지 않은지 오래되었다고 한다.",도깨비,가위 종족,미치,대형, A,https://discord.com/channels/1283684660190249030/1284094992679174164
,KD38,K,DOKKEBI_287,주황 말라 동나귀,,"오백장군의 탈것으로 함께 전설을 만들어 냈던 ‘말라’ 종족의 후예. 그들은 선대가 만들어낸 역사와 달리, 편안함에 익숙해져, 능력이 감퇴된지는 오래됬다. 뒤룩 뒤룩 살이쪄 발이 땅에 뜰 정도로 뒹굴거리며 주변 풀만 축내고 산다. 어쩌면 이들을 길들여, 다시 한번 영광의 시대로 돌아갈 수 있을까?",동물,,미치,소형,E,https://discord.com/channels/1283684660190249030/1284095051378593822
,KD39,K,DOKKEBI_288,형광 말라 동나귀,,"오백장군의 탈것으로 함께 전설을 만들어 냈던 ‘말라’ 종족의 후예. 형광 말라 동나귀는 피부가 발광하기 때문에 밤에 동행하기 좋다. 이들은 선대가 만들어낸 역사와 달리, 편안함에 익숙해져, 능력이 감퇴된지는 오래됬다. 뒤룩 뒤룩 살이쪄 발이 땅에 뜰 정도로 뒹굴거리며 주변 풀만 축내고 산다. 누워 자빠져 있는 꼴이 마치 배에 가스가 찬 소 시체 같다. 어쩌면 이들을 길들여, 다시 한번 영광의 시대로 돌아갈 수 있을까?밤",동물,,미치,소형,E,https://discord.com/channels/1283684660190249030/1284095084278845462
,KD40,K,DOKKEBI_289,살구 말라 동나귀,,"오백장군의 탈것으로 함께 전설을 만들어 냈던 ‘말라’ 종족의 후예. 그들은 선대가 만들어낸 역사와 달리, 편안함에 익숙해져, 능력이 감퇴된지는 오래됬다. 뒤룩 뒤룩 살이쪄 발이 땅에 뜰 정도로 뒹굴거리며 주변 풀만 축내고 산다. 이 살구 말라 동나귀는 답답 했는지 분홍 말라 동나귀를 따라 일어섰다. 어쩌면 이들을 길들여, 다시 한번 영광의 시대로 돌아갈 수 있을까?",동물,,미치,소형,E,https://discord.com/channels/1283684660190249030/1284095110862344192
,KD41,K,DOKKEBI_290,분홍 말라 동나귀,,"오백장군의 탈것으로 함께 전설을 만들어 냈던 ‘말라’ 종족의 후예. 그들은 선대가 만들어낸 역사와 달리, 편안함에 익숙해져, 능력이 감퇴된지는 오래됬다. 뒤룩 뒤룩 살이쪄 발이 땅에 뜰 정도로 뒹굴거리며 주변 풀만 축내고 산다. 이 분홍 말라 동나귀는 답답 했는지 일어섰다. 한번 앞발을 땅에 내리면 또 누워서 허송세월 보낼까봐 계속 걷는 의지를 보인다. 어쩌면 이들을 길들여, 다시 한번 영광의 시대로 돌아갈 수 있을까?",동물,,미치,소형,E,https://discord.com/channels/1283684660190249030/1284095137642844170
,KD42,K,DOKKEBI_291,초록 동나귀,,"오백장군의 탈것으로 함께 전설을 만들어 냈던 ‘말라’ 종족의 후예. 그들은 선대가 만들어낸 역사와 달리, 편안함에 익숙해져, 능력이 감퇴된지는 오래됬다. 뒤룩 뒤룩 살이쪄 발이 땅에 뜰 정도로 뒹굴거리며 주변 풀만 축내고 산다. 어쩌면 이들을 길들여, 다시 한번 영광의 시대로 돌아갈 수 있을까?",동물,,미치,소형,E,https://discord.com/channels/1283684660190249030/1284095167707615302
,LD1,L,DOKKEBI_292,일장군,,"이 땅의 첫번째장군. 이 땅을 토벌한 개척자다. 그가 사용하던 전설의 무기는 누가 팔과 함께 잘라갔는지 보이질 않는다. 하지만 잘린 팔을 들여다 보면, 노오란 영과 혼의 결합체가 보인다. 도깨비 월드 건설 당시, 신이 만든 첫 도깨비 느영나영은 이 오백장군에게서 힌트를 얻어 만들어 졌다던데…이것이 주요 키가 된 것으로 예상된다. 언젠가 누군가, 궁금해서 이것을 맛봐보았다고 한다. 그 맛은 망고젤리와 같았다고 전해진다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095478887088129
,LD2,L,DOKKEBI_293,사십육장군,,"전설중의 전설인 기마병 사십육장군. 그가 타던 말라는 유니콘이었다는 소문이 있다. 하지만 여기엔 유니콘의 뿔은 없고, 세월의 흔적만이 남아있다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095513209344060
,LD3,L,DOKKEBI_294,사십오장군,,"개척자 일장군이 가장 총애하던 전략가 사십오장군. 어머니를 따라 시대의 사상가를 꿈꾸던 사십오장군의 넝마바지가 돋보인다. 형제 중 그를 가장 아꼈던 일장군은 토벌 당시 그가 가장 아끼던 귀한 ‘말라’ 한필을 선물했는데, 코끼리 처럼 힘이 넘쳐 땅을 으깨 절벽을 만든 다해서 ‘가루말’로 불리었다. 다리를 찢고 않아야 할 정도로 말라의 덩치가 컸다고 한다. 그말라는 주인보다 토벌에 대한 욕망이 컸다고 하는데, 그들은 전장에서 거대한 말라를 탄 작은 아이라 불릴 정도로, 공포의 대상으로 자리했다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095534948421632
,LD4,L,DOKKEBI_295,나왔어 (삼십육장군),,"이 땅의 대표 함박웃음이라 칭해지던 36장군.머리가 깨져 그의 멋진 눈웃음은 이제 볼수 없다. 하지만 안 쪽을 들여다 보면, 노오란 영과 혼의 결합체가 보인다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095610227789835
,LD5,L,DOKKEBI_296,겨털용사(이십팔장군),,"원래 팔이 더 길었다. 오랜 시간 부식되면서, 검 손잡이 처럼 보이던 풀은 무성한 겨털처럼 보인다. 그의 털에 물을 주면 도깨비털이 수북해진다는 전설이 전해져온다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095649620689056
,LD6,L,DOKKEBI_297,칠십칠장군,,"운이 더럽게나 없었다는 칠십칠장군. 그가 만지는 족족 사라진다는 유명한 일화는 지금 까지도 회자되는 모양. 그의 그런 불운의 능력을 바탕으로 그는 전설의 대장장이 사백삼장군에게 투명한 창을 만들어 지니고 다녔는데, 이것은 적수의 머리를 향해 던지면, 무념무상의 바보가 되는 정신 파괴 무기였다고 한다. 그의 무기가 사라진 건지 아직 쥐어진 것인지 알 수 없다.마음을 비운자만이 쥘 수 있다는 괴소문이 존재한다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095715676524626
,LD7,L,DOKKEBI_298,사백구십이장군,,"오백장군의 막내급이지만, 힘만큼은 일장군보다도 쌨던 혼령가 사백구십이장군. 그의 배는 발등을 덮을정도로 거대했으며, 탈것을 탈 수 없을 정도라 한다. 보통 도깨비는 혼령을 최대 2마리 정도 거둘수 있다 알려져있는데, 그는 거대한 그의 체구 위에 40마리의 령이 붙어 살았다 전해진다. 그는 자신의 신체 에너지를 영력화 하여, 당대 최고의 무당이자 혼령가로 존재 했다 일컬어진다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284095748660789319
,LD8,L,DOKKEBI_299,???,,얼굴이 느영 나영처럼 흘러 내리는 형상이라 누군지 알아보기 힘들다.,돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284101598527750207
,LD9,L,DOKKEBI_300,삼백팔십팔장군,,"오백장군 일가에 십도사신, 삼백팔십팔장군. 그들은 사백구십이장군의 몸에 령을 불어 넣은 당대 최고의 주술사 들이었다. 오백장군의 신체적 특성을 강화 하기위해 수많은 영혼을 회수하여 잔인한 귀속 실험들을 자행했다고 전해지며, 그들의 탐구로 하여금 지금의 도깨비 월드가 생겨났다 할 정도로, 추앙받는 십도사신들이다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284101633646657570
,LD10,L,DOKKEBI_301,삼백삼장군,,"칠십칠장군의 투명창을 만든 당대 최고의 대장장이 사백삼장군. 그들이 돌이 되기전, 오백장군 군단의 뚫리지 않는 방패를 만들기 위해, 돌이라는 물질로 처음 무기를 만든 발명가 이기도 하다. 그의 시그니처인 ‘선조의 망치’는 삼신할매가 물려준 ‘맥박이 뛰는 돌’로 만들어 무엇이든 만들고 깨우칠 수 있었는데, 그 전설의 망치 머리 부분만 똑 잘라져 있다. 아마도 신이 연구 중에 가져갔을까? 그렇다면, 신의 작업실이 었던, 무언성에 들어가면 발견할 수 있을까…?",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284101657486954496
,LD11,L,DOKKEBI_302,이백이십이장군,,"이백이십이장군은 발이 빠르기로 유명했는데, 애석하게도 그의 말라 ’또시바’는 게으른 것으로 유명했다. 야행성인 이 말라는 전장에서 뛰어야 할 때 달리질 않아 이백이십이장군이 직접 말을 밀곤 했는데, 여기서 볼 수 있듯이 그의 다리 쪽 원형모양은 방패가 아니라, 그의 다리가 쌩쌩 돌아가는 모형이다. 그의 현란한 발재간은 말라의 살을 아래쪽으로 밀어내 ‘또시바’는 더욱 주저 앉곤 했다 전해진다. 도깨비 세상에서는 령과 몸의 성격이 맞지 않는 최악의 조합인 경우를 두고, 이백이십이장군과 또시바라 일컷는다.",돌,오백장군,제아쿨,중형,S,https://discord.com/channels/1283684660190249030/1284101696342982697
